"tipo","nome","creata","modificata"
"SQL_STORED_PROCEDURE","RR_CreaSuPalm","2025-06-24","2025-06-24"
"SQL_STORED_PROCEDURE","SCATOLA_AssegnaTestapacco","2024-06-06","2024-06-06"
"SQL_STORED_PROCEDURE","SCATOLA_CorreggiAttribuzione","2026-01-16","2026-01-16"
"SQL_STORED_PROCEDURE","SCATOLA_Crea","2023-03-08","2024-06-06"
"SQL_STORED_PROCEDURE","SendSpikeExpressUpdate","2025-06-09","2025-06-09"
"SQL_STORED_PROCEDURE","SIGN_FileDaFirmare","2022-08-02","2023-07-24"
"SQL_STORED_PROCEDURE","SIGN_InserisceRecordDaFirmare","2022-09-09","2023-02-13"
"SQL_STORED_PROCEDURE","SOTI_AggiornaLoginName","2021-11-15","2021-11-15"
"SQL_STORED_PROCEDURE","sp_alterdiagram","2021-02-04","2021-02-04"
"SQL_STORED_PROCEDURE","sp_creatediagram","2021-02-04","2021-02-04"
"SQL_STORED_PROCEDURE","sp_dropdiagram","2021-02-04","2021-02-04"
"SQL_STORED_PROCEDURE","sp_helpdiagramdefinition","2021-02-04","2021-02-04"
"SQL_STORED_PROCEDURE","sp_helpdiagrams","2021-02-04","2021-02-04"
"SQL_STORED_PROCEDURE","sp_renamediagram","2021-02-04","2021-02-04"
"SQL_STORED_PROCEDURE","sp_upgraddiagrams","2021-02-04","2021-02-04"
"SQL_STORED_PROCEDURE","SPED_AggiornaGiacenza","2022-06-09","2025-10-29"
"SQL_STORED_PROCEDURE","SPED_BOLLA","2025-12-11","2025-12-16"
"SQL_STORED_PROCEDURE","SPED_BOLLA_ANNULLA","2026-03-16","2026-03-17"
"SQL_STORED_PROCEDURE","SPED_INSERIMENTO","2021-06-08","2022-01-14"
"SQL_STORED_PROCEDURE","SPED_INTERNA","2021-12-23","2023-03-08"
"SQL_STORED_PROCEDURE","SPED2Delivery","2021-06-12","2021-06-12"
"SQL_STORED_PROCEDURE","STATO_IndirizzoConfermato","2024-11-13","2024-11-13"
"SQL_STORED_PROCEDURE","TMP_Puizia_Lotto","2021-09-02","2021-09-02"
"SQL_STORED_PROCEDURE","TMP_recupera_consegne","2022-02-14","2022-02-14"
"SQL_STORED_PROCEDURE","TMP_REMOVE_LOTTO","2021-10-21","2021-10-21"
"SQL_STORED_PROCEDURE","TOPPA_InserisciNomeTerzi","2022-12-19","2022-12-19"
"SQL_STORED_PROCEDURE","Tracking","2021-06-17","2026-02-18"
"SQL_STORED_PROCEDURE","UPLOADFILE","2023-06-23","2023-09-26"
"SQL_STORED_PROCEDURE","UTENTI_AggiornaDati","2022-02-21","2026-05-04"
"SQL_STORED_PROCEDURE","UTENTI_AttivitaMancanti","2024-10-18","2025-12-15"
"SQL_STORED_PROCEDURE","UTENTI_CreaAttivita","2022-01-24","2026-05-12"
"SQL_STORED_PROCEDURE","UTENTI_Dettaglio","2023-10-11","2025-09-29"
"SQL_STORED_PROCEDURE","UTENTI_Dettaglio_231011","2023-10-04","2023-10-11"
"SQL_STORED_PROCEDURE","UTENTI_GetParametri","2021-03-18","2023-02-21"
"SQL_STORED_PROCEDURE","UTENTI_Manutenzione","2025-08-26","2025-08-26"
"SQL_STORED_PROCEDURE","VerificaBarcode","2024-01-09","2026-05-06"
"SQL_STORED_PROCEDURE","VerificaBarcode_231129","2021-02-22","2024-01-09"
"SQL_STORED_PROCEDURE","VerificaBarcode_231130","2023-11-30","2024-01-26"
"SQL_STORED_PROCEDURE","verificaSigilli","2025-02-18","2025-03-12"
"SQL_STORED_PROCEDURE","viewADER4_Lotti","2023-11-09","2023-11-09"
"SQL_STORED_PROCEDURE","WEB_Tracking","2022-06-29","2026-02-23"
"SQL_STORED_PROCEDURE","WebTrackingRTI","2023-04-02","2025-06-17"
"SQL_TABLE_VALUED_FUNCTION","fn_split_string_to_column","2021-05-19","2021-05-19"
"SQL_TABLE_VALUED_FUNCTION","ProfiliUtente","2021-03-16","2021-03-16"
"SQL_TABLE_VALUED_FUNCTION","SplitString","2021-02-28","2021-05-19"
"SQL_TRIGGER","TR_DEL_UTENTI","2024-11-28","2024-11-28"
"SQL_TRIGGER","TR_GEO_COPERTURE_UpdateDate","2025-08-19","2026-03-26"
"SQL_TRIGGER","TR_INSUP_CLIENTI","2025-06-06","2025-06-06"
"SQL_TRIGGER","TR_INSUP_COPERTURE","2022-06-09","2022-06-09"
"SQL_TRIGGER","TR_INSUP_MEZZI","2023-01-27","2023-01-27"
"SQL_TRIGGER","TR_INSUP_PRODOTTI","2024-07-19","2024-07-19"
"SQL_TRIGGER","TR_INSUP_SPED_AZIONI","2023-03-09","2023-03-09"
"SQL_TRIGGER","TR_INSUP_SPED_STATI","2025-11-20","2025-11-20"
"SQL_TRIGGER","TR_INSUP_SPED_WORKFLOW","2024-05-17","2024-05-17"
"SQL_TRIGGER","TR_INSUP_UTENTI","2024-11-28","2024-11-28"
"SQL_TRIGGER","TR_UP_UTENTI","2024-10-23","2024-11-28"
"SQL_TRIGGER","TR_UP_UTENTIATTIVITA","2022-03-18","2022-03-18"
"SQL_TRIGGER","trg_InviaEmailDopoInserimento","2023-09-21","2023-10-09"
"SQL_TRIGGER","trg_SetColoreOnInsert","2025-06-28","2025-06-28"
"SQL_TRIGGER","trg_UpdateDataModifica_geoCoperture","2025-07-24","2025-08-19"
"SQL_TRIGGER","trg_UpdateDataUltimaModifica","2025-06-25","2025-06-25"
"VIEW","ADE_Riepilogo","2024-01-22","2024-04-15"
"VIEW","ADE_RiepilogoInLavorazione","2024-01-25","2024-04-16"
"VIEW","DATE_FESTIVE","2026-04-30","2026-04-30"
"VIEW","PALM_ATTIVITA","2021-02-11","2025-05-14"
"VIEW","PALM_RAW","2021-03-26","2023-02-28"
"VIEW","PALM_SERVIZI","2021-04-06","2021-04-06"
"VIEW","PALM_STAMPE","2021-04-06","2021-04-06"
"VIEW","PALM_TIPOEVENTO","2021-04-06","2021-04-06"
"VIEW","PALM_TIPORIFERIMENTO","2021-04-06","2021-04-06"
"VIEW","RP_V_Distinte","2021-12-21","2024-12-20"
"VIEW","RP_V_DistinteXFamiglie","2021-12-21","2021-12-21"
"VIEW","RP_V_DistinteXProdotti","2021-12-21","2021-12-21"
"VIEW","RP_V_DistinteXTrazione","2021-12-21","2021-12-21"
"VIEW","RP_V_Spedizioni","2021-12-21","2024-05-20"
"VIEW","tmp_geo","2025-02-26","2025-02-27"
"VIEW","V_Ader4_Certificazioni","2024-12-21","2024-12-21"
"VIEW","V_ADER4_ManutenzioneDistinte","2024-03-18","2024-03-18"
"VIEW","V_ADEX_AperteDataTrazione","2025-10-27","2025-10-28"
"VIEW","V_ADEX_AperteNoRend","2025-11-24","2025-11-24"
"VIEW","V_ADEX_DiffCopertura","2026-03-11","2026-03-12"
"VIEW","V_AnomalieAder4","2024-11-15","2024-12-17"
"VIEW","V_CLI_2046_RIEPILOGOLOTTI","2021-09-15","2021-09-15"
"VIEW","V_CONDIZIONI_FAMIGLIE","2021-05-14","2021-05-14"
"VIEW","V_DASH_CLIENTE_AFFIDI","2021-12-02","2021-12-02"
"VIEW","V_DASH_CLIENTI_CONSEGNE","2021-12-02","2021-12-02"
"VIEW","V_DatiMezzi","2023-02-22","2023-02-22"
"VIEW","V_Dipendenti","2024-11-20","2024-11-29"
"VIEW","V_DW","2021-07-23","2021-07-23"
"VIEW","V_DW_punteggiGiorno","2025-12-27","2025-12-29"
"VIEW","V_DW_punteggiMese","2025-12-27","2025-12-29"
"VIEW","V_ElencoCDC","2025-01-08","2025-01-08"
"VIEW","V_ElencoCosti","2022-03-30","2025-01-08"
"VIEW","V_ElencoDDT","2025-12-12","2026-03-16"
"VIEW","V_ElencoDriver","2021-05-27","2025-06-26"
"VIEW","V_ElencoFilialiAttivita01","2026-01-19","2026-03-13"
"VIEW","V_ElencoFilialiAttivita02","2026-01-19","2026-03-13"
"VIEW","V_ElencoFilialiAttivita03","2026-01-19","2026-03-13"
"VIEW","V_ElencoGeoSped","2025-02-25","2026-03-17"
"VIEW","V_ElencoLotti","2022-06-20","2025-05-21"
"VIEW","V_ElencoLottiADER4","2023-09-26","2023-09-26"
"VIEW","V_ElencoLottiCSO","2024-07-18","2024-07-19"
"VIEW","V_ElencoLottiDaCheckIn","2021-05-18","2023-09-20"
"VIEW","V_ElencoLottiDaVideocodificare","2021-05-17","2024-03-21"
"VIEW","V_ElencoLottiEX","2025-03-06","2025-03-06"
"VIEW","V_ElencoLottiParcel","2025-12-22","2025-12-28"
"VIEW","V_ElencoLottiParcelDettaglio","2025-12-22","2026-01-14"
"VIEW","V_ElencoLottiSPEEDY","2025-05-29","2025-05-29"
"VIEW","V_ElencoSpedizioni","2022-10-17","2022-10-17"
"VIEW","V_ElencoSpedizioniCliente","2023-02-09","2023-02-09"
"VIEW","V_ElencoSpedizioniPortaleCliente","2026-03-13","2026-04-29"
"VIEW","V_ElencoSpedizioniSp1","2024-04-02","2024-04-02"
"VIEW","V_GEO_ElencoDriver","2025-06-04","2025-06-26"
"VIEW","V_GEO_ElencoGiri","2025-06-04","2025-06-26"
"VIEW","V_Lotti","2022-02-10","2022-02-10"
"VIEW","V_Mezzi_AnalisiRifornimenti","2024-02-09","2026-05-21"
"VIEW","V_Mezzi_ElencoPassaggiTelepass","2024-04-02","2024-04-02"
"VIEW","V_Mezzi_VociFattura","2024-03-21","2024-03-22"
"VIEW","V_MezziAttuali","2024-02-12","2026-05-21"
"VIEW","V_MezziInUso","2025-10-06","2025-12-30"
"VIEW","V_MezziInUso_01","2025-10-06","2026-01-12"
"VIEW","V_MezziInUso_02","2025-10-06","2026-01-12"
"VIEW","V_PickupG0","2024-01-31","2024-01-31"
"VIEW","V_Postalizzazione","2023-05-29","2023-05-29"
"VIEW","V_PreventiviAperti","2024-12-05","2024-12-05"
"VIEW","V_RicercaAnagrafica","2023-06-01","2023-06-01"
"VIEW","V_RICERCADISTINTA","2021-04-12","2021-04-12"
"VIEW","V_RICERCAMULTIPLA","2021-04-12","2025-09-02"
"VIEW","V_RICERCAMULTIPLA_Fulmine","2023-02-23","2023-03-10"
"VIEW","V_RiepilogoDatiDriver","2021-07-29","2025-03-10"
"VIEW","V_RiepilogoFineGita","2023-09-25","2025-03-10"
"VIEW","V_Scansioni","2025-01-10","2025-08-14"
"VIEW","V_TRACKING","2021-09-09","2021-09-09"
"VIEW","V_Tracking:ContattiRiferimentiMittente","2022-02-10","2022-02-10"
"VIEW","V_TrackingAltriDati","2022-02-10","2022-02-10"
"VIEW","V_TrackingDatiProdotto","2022-02-10","2022-02-10"
"VIEW","V_TrackingDest","2022-02-10","2022-02-10"
"VIEW","V_TrackingRitiro","2022-02-10","2022-02-10"
"VIEW","V_UtentiAttivi","2026-03-16","2026-03-16"
"VIEW","V_UtentiAttivita","2022-03-24","2026-01-30"
"VIEW","V_UtentiAttivita2024","2024-02-28","2026-03-04"
"VIEW","V_UtentiAttivita2024_260304","2026-03-04","2026-03-04"
"VIEW","V_UtentiAttivita2024_old","2024-10-02","2024-10-02"
"VIEW","vw_RandomValue","2026-01-22","2026-01-22"
